class,canonicalcategory,category,film,name,nominees,winner,detail,multifilmnomination
Writing,WRITING (Original Story),WRITING (Original Story),What Price Hollywood?,"Adela Rogers St. Johns, Jane Murfin","Adela Rogers St. Johns, Jane Murfin",False,nan,nan
Special,SPECIAL AWARD,SPECIAL AWARD,nan,nan,Walt Disney,True,nan,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,Berkeley Square,Leslie Howard,Leslie Howard,False,Peter Standish,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,The Private Life of Henry VIII,Charles Laughton,Charles Laughton,True,Henry VIII,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,I Am a Fugitive from a Chain Gang,Paul Muni,Paul Muni,False,James Allen,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Morning Glory,Katharine Hepburn,Katharine Hepburn,True,Eva Lovelace,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Lady for a Day,May Robson,May Robson,False,Apple Annie,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Cavalcade,Diana Wynyard,Diana Wynyard,False,Jane Marryot,nan
Production,ART DIRECTION,ART DIRECTION,Cavalcade,William S. Darling,William S. Darling,True,nan,nan
Production,ART DIRECTION,ART DIRECTION,A Farewell to Arms,"Hans Dreier, Roland Anderson","Hans Dreier, Roland Anderson",False,nan,nan
Production,ART DIRECTION,ART DIRECTION,When Ladies Meet,Cedric Gibbons,Cedric Gibbons,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Percy Ikerd (Fox),Percy Ikerd,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,William Tummel (Fox),William Tummel,True,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Charles Dorian (Metro-Goldwyn-Mayer),Charles Dorian,True,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Bunny Dull (Metro-Goldwyn-Mayer),Bunny Dull,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,John S. Waters (Metro-Goldwyn-Mayer),John S. Waters,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Charles Barton (Paramount),Charles Barton,True,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Sidney S. Brod (Paramount),Sidney S. Brod,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Arthur Jacobson (Paramount),Arthur Jacobson,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Eddie Killey (RKO Radio),Eddie Killey,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Dewey Starkey (RKO Radio),Dewey Starkey,True,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Fred Fox (United Artists),Fred Fox,True,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Benjamin Silvey (United Artists),Benjamin Silvey,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Scott Beal (Universal),Scott Beal,True,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Joe McDonough (Universal),Joe McDonough,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,W. J. Reiter (Universal),W. J. Reiter,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Al Alborn (Warner Bros.),Al Alborn,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Gordon Hollingshead (Warner Bros.),Gordon Hollingshead,True,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,nan,Frank X. Shaw (Warner Bros.),Frank X. Shaw,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,A Farewell to Arms,"Charles Bryant Lang, Jr.",Charles Bryant Lang Jr.,True,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Reunion in Vienna,George J. Folsey,George J. Folsey,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Sign of the Cross,Karl Struss,Karl Struss,False,nan,nan
Directing,DIRECTING,DIRECTING,Cavalcade,Frank Lloyd,Frank Lloyd,True,nan,nan
Directing,DIRECTING,DIRECTING,Lady for a Day,Frank Capra,Frank Capra,False,nan,nan
Directing,DIRECTING,DIRECTING,Little Women,George Cukor,George Cukor,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,Cavalcade,Fox,Fox,True,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,A Farewell to Arms,Paramount,Paramount,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,42nd Street,Warner Bros.,Warner Bros.,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,I Am a Fugitive from a Chain Gang,Warner Bros.,Warner Bros.,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,Lady for a Day,Columbia,Columbia,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,Little Women,RKO Radio,RKO Radio,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,The Private Life of Henry VIII,London Films,London Films,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,She Done Him Wrong,Paramount,Paramount,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,Smilin' Through,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,State Fair,Fox,Fox,False,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),Building a Building,"Walt Disney, Producer",Walt Disney,False,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),The Merry Old Soul,"Walter Lantz, Producer",Walter Lantz,False,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),The Three Little Pigs,"Walt Disney, Producer",Walt Disney,True,nan,nan
Title,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Mister Mugg,"Warren Doane, Producer",Warren Doane,False,nan,nan
Title,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),A Preferred List,"Louis Brock, Producer",Louis Brock,False,nan,nan
Title,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),So This Is Harris,"Louis Brock, Producer",Louis Brock,True,nan,nan
Title,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Krakatoa,"Joe Rock, Producer",Joe Rock,True,nan,nan
Title,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Menu,"Pete Smith, Producer",Pete Smith,False,nan,nan
Title,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),The Sea,Educational,Educational,False,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,A Farewell to Arms,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director","Paramount, Franklin B. Hansen",True,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,42nd Street,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director","Warner Bros., Nathan Levinson",False,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,Gold Diggers of 1933,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director","Warner Bros., Nathan Levinson",False,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,I Am a Fugitive from a Chain Gang,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director","Warner Bros., Nathan Levinson",False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),Lady for a Day,Robert Riskin,Robert Riskin,False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),Little Women,"Victor Heerman, Sarah Y. Mason","Victor Heerman, Sarah Y. Mason",True,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),State Fair,"Paul Green, Sonya Levien","Paul Green, Sonya Levien",False,nan,nan
Writing,WRITING (Original Story),WRITING (Original Story),One Way Passage,Robert Lord,Robert Lord,True,nan,nan
Writing,WRITING (Original Story),WRITING (Original Story),The Prizefighter and the Lady,Frances Marion,Frances Marion,False,nan,nan
Writing,WRITING (Original Story),WRITING (Original Story),Rasputin and the Empress,Charles MacArthur,Charles MacArthur,False,nan,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,It Happened One Night,Clark Gable,Clark Gable,True,Peter Warne,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,The Affairs of Cellini,Frank Morgan,Frank Morgan,False,"Allesandro, Duke of Florence",nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,The Thin Man,William Powell,William Powell,False,Nick Charles,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,It Happened One Night,Claudette Colbert,Claudette Colbert,True,Ellie Andrews,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Of Human Bondage,Bette Davis,Bette Davis,False,Mildred,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,One Night of Love,Grace Moore,Grace Moore,False,Mary,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,The Barretts of Wimpole Street,Norma Shearer,Norma Shearer,False,Elizabeth Barrett,nan
Production,ART DIRECTION,ART DIRECTION,The Affairs of Cellini,Richard Day,Richard Day,False,nan,nan
Production,ART DIRECTION,ART DIRECTION,The Gay Divorcee,"Van Nest Polglase, Carroll Clark","Van Nest Polglase, Carroll Clark",False,nan,nan
Production,ART DIRECTION,ART DIRECTION,The Merry Widow,"Cedric Gibbons, Fredric Hope","Cedric Gibbons, Fredric Hope",True,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Cleopatra,Cullen Tate,Cullen Tate,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Imitation of Life,Scott Beal,Scott Beal,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Viva Villa!,John Waters,John Waters,True,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Affairs of Cellini,Charles Rosher,Charles Rosher,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Cleopatra,Victor Milner,Victor Milner,True,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Operator 13,George Folsey,George Folsey,False,nan,nan
Directing,DIRECTING,DIRECTING,It Happened One Night,Frank Capra,Frank Capra,True,nan,nan
Directing,DIRECTING,DIRECTING,One Night of Love,Victor Schertzinger,Victor Schertzinger,False,nan,nan
Directing,DIRECTING,DIRECTING,The Thin Man,W. S. Van Dyke,W. S. Van Dyke,False,nan,nan
Production,FILM EDITING,FILM EDITING,Cleopatra,Anne Bauchens,Anne Bauchens,False,nan,nan
Production,FILM EDITING,FILM EDITING,Eskimo,Conrad Nervig,Conrad Nervig,True,nan,nan
Production,FILM EDITING,FILM EDITING,One Night of Love,Gene Milford,Gene Milford,False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring),The Gay Divorcee,"RKO Radio Studio Music Department, Max Steiner, head of department (Score by Kenneth Webb and Samuel Hoffenstein)","RKO Radio, Max Steiner, Kenneth Webb, Samuel Hoffenstein",False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring),The Lost Patrol,"RKO Radio Studio Music Department, Max Steiner, head of department (Score by Max Steiner)","RKO Radio, Max Steiner",False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring),One Night of Love,"Columbia Studio Music Department, Louis Silvers, head of department (Thematic Music by Victor Schertzinger and Gus Kahn)","Columbia, Louis Silvers, Victor Schertzinger, Gus Kahn",True,nan,nan
Music,MUSIC (Original Song),MUSIC (Song),Flying Down to Rio,Music by Vincent Youmans; Lyrics by Edward Eliscu and Gus Kahn,"Vincent Youmans, Edward Eliscu, Gus Kahn",False,Carioca,nan
Music,MUSIC (Original Song),MUSIC (Song),The Gay Divorcee,Music by Con Conrad; Lyrics by Herb Magidson,"Con Conrad, Herb Magidson",True,The Continental,nan
Music,MUSIC (Original Song),MUSIC (Song),She Loves Me Not,Music by Ralph Rainger; Lyrics by Leo Robin,"Ralph Rainger, Leo Robin",False,Love In Bloom,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,The Barretts of Wimpole Street,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,Cleopatra,Paramount,Paramount,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,Flirtation Walk,First National,First National,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,The Gay Divorcee,RKO Radio,RKO Radio,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,Here Comes the Navy,Warner Bros.,Warner Bros.,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,The House of Rothschild,20th Century,20th Century,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,Imitation of Life,Universal,Universal,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,It Happened One Night,Columbia,Columbia,True,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,One Night of Love,Columbia,Columbia,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,The Thin Man,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,Viva Villa!,Metro-Goldwyn-Mayer,Metro-Goldwyn-Mayer,False,nan,nan
Title,BEST PICTURE,OUTSTANDING PRODUCTION,The White Parade,Jesse L. Lasky (production company),Jesse L. Lasky (production company),False,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),Holiday Land,"Charles Mintz, Producer",Charles Mintz,False,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),Jolly Little Elves,"Walter Lantz, Producer",Walter Lantz,False,nan,nan
Title,SHORT FILM (Animated),SHORT SUBJECT (Cartoon),The Tortoise and the Hare,"Walt Disney, Producer",Walt Disney,True,nan,nan
Title,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),La Cucaracha,"Kenneth Macgowan, Producer",Kenneth Macgowan,True,nan,nan
Title,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),Men in Black,"Jules White, Producer",Jules White,False,nan,nan
Title,SHORT SUBJECT (Comedy),SHORT SUBJECT (Comedy),"What, No Men!",Warner Bros.,Warner Bros.,False,nan,nan
Title,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Bosom Friends,Skibo Productions,Skibo Productions,False,nan,nan
Title,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),City of Wax,"Stacy Woodard and Horace Woodard, Producers","Stacy Woodard, Horace Woodard",True,nan,nan
Title,SHORT SUBJECT (Novelty),SHORT SUBJECT (Novelty),Strikes and Spares,"Pete Smith, Producer",Pete Smith,False,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,The Affairs of Cellini,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director","United Artists, Thomas T. Moulton",False,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,Cleopatra,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director","Paramount, Franklin B. Hansen",False,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,Flirtation Walk,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director","Warner Bros., First National, Nathan Levinson",False,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,The Gay Divorcee,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director","RKO Radio, Carl Dreher",False,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,Imitation of Life,"Universal Studio Sound Department, Theodore Soderberg, Sound Director","Universal, Theodore Soderberg",False,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,One Night of Love,"Columbia Studio Sound Department, John Livadary, Sound Director","Columbia, John Livadary",True,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,Viva Villa!,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director","Metro-Goldwyn-Mayer, Douglas Shearer",False,nan,nan
Production,SOUND RECORDING,SOUND RECORDING,The White Parade,"Fox Studio Sound Department, E. H. Hansen, Sound Director","Fox, E. H. Hansen",False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),It Happened One Night,Robert Riskin,Robert Riskin,True,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),The Thin Man,"Frances Goodrich, Albert Hackett","Frances Goodrich, Albert Hackett",False,nan,nan
Writing,WRITING (Adapted Screenplay),WRITING (Adaptation),Viva Villa!,Ben Hecht,Ben Hecht,False,nan,nan
Writing,WRITING (Original Story),WRITING (Original Story),Hide-Out,Mauri Grashin,Mauri Grashin,False,nan,nan
Writing,WRITING (Original Story),WRITING (Original Story),Manhattan Melodrama,Arthur Caesar,Arthur Caesar,True,nan,nan
Writing,WRITING (Original Story),WRITING (Original Story),The Richest Girl in the World,Norman Krasna,Norman Krasna,False,nan,nan
SciTech,SCIENTIFIC OR TECHNICAL AWARD (Class III),SCIENTIFIC OR TECHNICAL AWARD (Class III),One Night of Love,nan,Columbia Pictures Corporation,True,Sound,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,Mutiny on the Bounty,Clark Gable,Clark Gable,False,Fletcher Christian,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,Mutiny on the Bounty,Charles Laughton,Charles Laughton,False,Captain Bligh,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,The Informer,Victor McLaglen,Victor McLaglen,True,Gypo Nolan,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,Black Fury,Paul Muni,Paul Muni,False,Joe Radek,nan
Acting,ACTOR IN A LEADING ROLE,ACTOR,Mutiny on the Bounty,Franchot Tone,Franchot Tone,False,Roger Byam,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Escape Me Never,Elisabeth Bergner,Elisabeth Bergner,False,Gemma Jones,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Private Worlds,Claudette Colbert,Claudette Colbert,False,Jane Everest,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Dangerous,Bette Davis,Bette Davis,True,Joyce Heath,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Alice Adams,Katharine Hepburn,Katharine Hepburn,False,Alice Adams,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,Becky Sharp,Miriam Hopkins,Miriam Hopkins,False,Becky Sharp,nan
Acting,ACTRESS IN A LEADING ROLE,ACTRESS,The Dark Angel,Merle Oberon,Merle Oberon,False,Kitty Vane,nan
Production,ART DIRECTION,ART DIRECTION,The Dark Angel,Richard Day,Richard Day,True,nan,nan
Production,ART DIRECTION,ART DIRECTION,The Lives of a Bengal Lancer,"Hans Dreier, Roland Anderson","Hans Dreier, Roland Anderson",False,nan,nan
Production,ART DIRECTION,ART DIRECTION,Top Hat,"Van Nest Polglase, Carroll Clark","Van Nest Polglase, Carroll Clark",False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,David Copperfield,Joseph Newman,Joseph Newman,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,Les Miserables,Eric Stacey,Eric Stacey,False,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,The Lives of a Bengal Lancer,"Clem Beauchamp, Paul Wing","Clem Beauchamp, Paul Wing",True,nan,nan
Directing,ASSISTANT DIRECTOR,ASSISTANT DIRECTOR,A Midsummer Night's Dream,Sherry Shourds,Sherry Shourds,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Barbary Coast,Ray June,Ray June,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,The Crusades,Victor Milner,Victor Milner,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,Les Miserables,Gregg Toland,Gregg Toland,False,nan,nan
Production,CINEMATOGRAPHY,CINEMATOGRAPHY,A Midsummer Night's Dream,Hal Mohr,Hal Mohr,True,nan,nan
Music,DANCE DIRECTION,DANCE DIRECTION,Gold Diggers of 1935,Busby Berkeley,Busby Berkeley,False,Lullaby of Broadway / The Words Are In My Heart,nan
Music,DANCE DIRECTION,DANCE DIRECTION,Go into Your Dance,Bobby Connolly,Bobby Connolly,False,Latin from Manhattan,True
Music,DANCE DIRECTION,DANCE DIRECTION,Broadway Hostess,Bobby Connolly,Bobby Connolly,False,Playboy from Paree,True
Music,DANCE DIRECTION,DANCE DIRECTION,Broadway Melody of 1936,Dave Gould,Dave Gould,True,I've Got a Feeling You're Fooling,True
Music,DANCE DIRECTION,DANCE DIRECTION,Folies Bergere,Dave Gould,Dave Gould,True,Straw Hat,True
Music,DANCE DIRECTION,DANCE DIRECTION,King of Burlesque,Sammy Lee,Sammy Lee,False,Lovely Lady / Too Good To Be True,nan
Music,DANCE DIRECTION,DANCE DIRECTION,Top Hat,Hermes Pan,Hermes Pan,False,"Piccolino / Top Hat, White Tie, and Tails",nan
Music,DANCE DIRECTION,DANCE DIRECTION,Big Broadcast of 1936,LeRoy Prinz,LeRoy Prinz,False,It's the Animal in Me,True
Music,DANCE DIRECTION,DANCE DIRECTION,All the King's Horses,LeRoy Prinz,LeRoy Prinz,False,Viennese Waltz,True
Music,DANCE DIRECTION,DANCE DIRECTION,She,Benjamin Zemach,Benjamin Zemach,False,Hall of Kings,nan
Directing,DIRECTING,DIRECTING,Captain Blood,Michael Curtiz,Michael Curtiz,False,nan,nan
Directing,DIRECTING,DIRECTING,The Informer,John Ford,John Ford,True,nan,nan
Directing,DIRECTING,DIRECTING,The Lives of a Bengal Lancer,Henry Hathaway,Henry Hathaway,False,nan,nan
Directing,DIRECTING,DIRECTING,Mutiny on the Bounty,Frank Lloyd,Frank Lloyd,False,nan,nan
Production,FILM EDITING,FILM EDITING,David Copperfield,Robert J. Kern,Robert J. Kern,False,nan,nan
Production,FILM EDITING,FILM EDITING,The Informer,George Hively,George Hively,False,nan,nan
Production,FILM EDITING,FILM EDITING,Les Miserables,Barbara McLean,Barbara McLean,False,nan,nan
Production,FILM EDITING,FILM EDITING,The Lives of a Bengal Lancer,Ellsworth Hoagland,Ellsworth Hoagland,False,nan,nan
Production,FILM EDITING,FILM EDITING,A Midsummer Night's Dream,Ralph Dawson,Ralph Dawson,True,nan,nan
Production,FILM EDITING,FILM EDITING,Mutiny on the Bounty,Margaret Booth,Margaret Booth,False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring),Captain Blood,"Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department (Score by Erich Wolfgang Korngold)","Warner Bros., First National, Leo Forbstein, Erich Wolfgang Korngold",False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring),The Informer,"RKO Radio Studio Music Department, Max Steiner, head of department (Score by Max Steiner)","RKO Radio, Max Steiner",True,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring),Mutiny on the Bounty,"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department (Score by Herbert Stothart)","Metro-Goldwyn-Mayer, Nat W. Finston, Herbert Stothart",False,nan,nan
Music,MUSIC (Original Song Score or Adaptation Score),MUSIC (Scoring),Peter Ibbetson,"Paramount Studio Music Department, Irvin Talbot, head of department (Score by Ernst Toch)","Paramount, Irvin Talbot, Ernst Toch",False,nan,nan
